Rank,Base,Staff ID,Bid Type,Str1,Flt. No.,Lifestyle Table,CP,FO,ALL
CP,BLR,CP_BLR_10180,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_10291,LifestyleType,Commuter,,,,,
CP,BLR,CP_BLR_10513,PreferredNightstop,BKK,,,,,
CP,BLR,CP_BLR_10624,LifestyleType,Evening Person,,,,,
CP,BLR,CP_BLR_11038,LifestyleType,Evening Person,,,,,
CP,BLR,CP_BLR_11038,PreferredNightstop,JED,,,,,
CP,BLR,CP_BLR_13232,FlightNumber,UK,893,,,,
CP,BLR,CP_BLR_13232,LifestyleType,Evening Person,,,,,
CP,BLR,CP_BLR_13232,PreferredNightstop,BKK,,,,,
CP,BLR,CP_BLR_13650,FlightNumber,UK,893,,,,
CP,BLR,CP_BLR_13650,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_13874,FlightNumber,UK,123,,,,
CP,BLR,CP_BLR_13874,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_13875,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_13956,FlightNumber,UK,816,,,,
CP,BLR,CP_BLR_13956,FlightNumber,UK,866,,,,
CP,BLR,CP_BLR_13956,LifestyleType,Commuter,,,,,
CP,BLR,CP_BLR_13956,PreferredNightstop,JED,,,,,
CP,BLR,CP_BLR_14462,FlightNumber,UK,123,,,,
CP,BLR,CP_BLR_14462,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_14737,FlightNumber,UK,850,,,,
CP,BLR,CP_BLR_14737,LifestyleType,Evening Person,,,,,
CP,BLR,CP_BLR_14737,PreferredNightstop,BLR,,,,,
CP,BLR,CP_BLR_14745,LifestyleType,Evening Person,,,,,
CP,BLR,CP_BLR_14745,PreferredNightstop,BOM,,,,,
CP,BLR,CP_BLR_14957,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_15068,FlightNumber,UK,820,,,,
CP,BLR,CP_BLR_15068,FlightNumber,UK,508,,,,
CP,BLR,CP_BLR_15068,LifestyleType,Evening Person,,,,,
CP,BLR,CP_BLR_15068,PreferredNightstop,BOM,,,,,
CP,BLR,CP_BLR_15271,LifestyleType,Commuter,,,,,
CP,BLR,CP_BLR_15271,PreferredNightstop,SIN,,,,,
CP,BLR,CP_BLR_15274,FlightNumber,UK,755,,,,
CP,BLR,CP_BLR_15274,LifestyleType,Nights At Home,,,,,
CP,BLR,CP_BLR_15274,PreferredNightstop,IXC,,,,,
CP,BLR,CP_BLR_15648,FlightNumber,UK,866,,,,
CP,BLR,CP_BLR_15648,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_10136,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_10136,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_10136,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_10224,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_10546,FlightNumber,UK,643,,,,
CP,DEL,CP_DEL_10546,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_10549,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_10752,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_10752,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_10752,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_10752,PreferredNightstop,MRU,,,,,
CP,DEL,CP_DEL_10755,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_10755,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_10757,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_10757,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_10757,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_10757,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_10764,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_10764,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_10764,PreferredNightstop,IXC,,,,,
CP,DEL,CP_DEL_10770,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_10873,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_10873,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_10876,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_10881,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_10881,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_10916,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_10995,FlightNumber,UK,112,,,,
CP,DEL,CP_DEL_10995,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_10995,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_10995,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_10995,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_11035,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11035,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11035,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11035,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11035,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_11036,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_11039,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11039,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11039,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11039,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_11040,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11040,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_11068,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11068,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_11115,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11115,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11115,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11115,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11115,PreferredNightstop,MAA,,,,,
CP,DEL,CP_DEL_11118,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11118,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11119,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11123,FlightNumber,UK,125,,,,
CP,DEL,CP_DEL_11123,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11123,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11123,PreferredNightstop,CCU,,,,,
CP,DEL,CP_DEL_11125,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11125,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11125,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11199,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11199,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11199,PreferredNightstop,UDR,,,,,
CP,DEL,CP_DEL_11201,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11201,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11201,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11201,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11201,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_11202,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11206,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11206,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11206,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11206,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11260,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11260,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11260,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11260,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11260,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11312,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11312,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_11324,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11324,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11324,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11324,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11324,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_11334,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11334,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11334,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11334,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11334,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11335,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_11335,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11335,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11335,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11335,PreferredNightstop,PNQ,,,,,
CP,DEL,CP_DEL_11338,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_11469,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_11472,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11474,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11610,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11610,FlightNumber,UK,611,,,,
CP,DEL,CP_DEL_11610,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11610,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11611,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11611,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11611,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11611,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_11622,FlightNumber,UK,995,,,,
CP,DEL,CP_DEL_11622,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11622,FlightNumber,UK,971,,,,
CP,DEL,CP_DEL_11622,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11658,FlightNumber,UK,959,,,,
CP,DEL,CP_DEL_11658,FlightNumber,UK,975,,,,
CP,DEL,CP_DEL_11658,FlightNumber,UK,959,,,,
CP,DEL,CP_DEL_11658,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11783,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11783,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11783,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_11784,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11785,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11785,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11785,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11785,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11785,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_11787,FlightNumber,UK,747,,,,
CP,DEL,CP_DEL_11787,FlightNumber,UK,727,,,,
CP,DEL,CP_DEL_11787,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11787,PreferredNightstop,CCU,,,,,
CP,DEL,CP_DEL_11902,FlightNumber,UK,181,,,,
CP,DEL,CP_DEL_11902,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11902,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11902,PreferredNightstop,HYD,,,,,
CP,DEL,CP_DEL_11942,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11942,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11942,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11942,PreferredNightstop,PNQ,,,,,
CP,DEL,CP_DEL_11948,FlightNumber,UK,241,,,,
CP,DEL,CP_DEL_11948,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11948,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11948,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_11953,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_11953,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_11953,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_11953,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11975,FlightNumber,UK,807,,,,
CP,DEL,CP_DEL_11975,FlightNumber,UK,807,,,,
CP,DEL,CP_DEL_11975,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11975,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11975,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_11976,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_11976,FlightNumber,UK,835,,,,
CP,DEL,CP_DEL_11976,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_11976,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11976,PreferredNightstop,MAA,,,,,
CP,DEL,CP_DEL_11978,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_11978,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_11982,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_11983,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_11983,PreferredNightstop,HYD,,,,,
CP,DEL,CP_DEL_12051,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12051,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12051,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_12051,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_12052,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12052,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_12052,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12052,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_12052,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_12074,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12074,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12143,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12143,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_12148,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12148,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12148,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12148,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_12148,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_12155,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12155,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_12155,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12155,PreferredNightstop,CCU,,,,,
CP,DEL,CP_DEL_12191,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12191,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_12219,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12219,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12219,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12219,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12224,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_12224,FlightNumber,UK,943,,,,
CP,DEL,CP_DEL_12224,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_12224,PreferredNightstop,MRU,,,,,
CP,DEL,CP_DEL_12292,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12294,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_12356,FlightNumber,UK,840,,,,
CP,DEL,CP_DEL_12356,FlightNumber,UK,957,,,,
CP,DEL,CP_DEL_12356,FlightNumber,UK,957,,,,
CP,DEL,CP_DEL_12356,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12359,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12360,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_12360,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12360,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_12360,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_12360,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_12363,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_12504,FlightNumber,UK,885,,,,
CP,DEL,CP_DEL_12504,FlightNumber,UK,885,,,,
CP,DEL,CP_DEL_12504,FlightNumber,UK,885,,,,
CP,DEL,CP_DEL_12504,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12513,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_12513,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12513,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_12513,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_12731,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12842,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_12842,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12842,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12842,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_12843,FlightNumber,UK,776,,,,
CP,DEL,CP_DEL_12843,FlightNumber,UK,879,,,,
CP,DEL,CP_DEL_12843,FlightNumber,UK,875,,,,
CP,DEL,CP_DEL_12843,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_12843,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_12940,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12952,FlightNumber,UK,181,,,,
CP,DEL,CP_DEL_12952,FlightNumber,UK,533,,,,
CP,DEL,CP_DEL_12952,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_12952,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_12952,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13052,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13052,FlightNumber,UK,827,,,,
CP,DEL,CP_DEL_13052,FlightNumber,UK,871,,,,
CP,DEL,CP_DEL_13052,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13052,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_13053,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13053,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_13058,FlightNumber,UK,973,,,,
CP,DEL,CP_DEL_13058,FlightNumber,UK,564,,,,
CP,DEL,CP_DEL_13058,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13058,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13058,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_13224,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13224,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13224,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13224,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13233,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13233,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13233,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13233,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13233,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_13295,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13298,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13298,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_13298,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_13302,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13302,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13302,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13303,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13306,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13306,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13307,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13307,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13309,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13309,FlightNumber,UK,241,,,,
CP,DEL,CP_DEL_13309,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13309,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_13440,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13440,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_13440,PreferredNightstop,CCU,,,,,
CP,DEL,CP_DEL_13488,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13488,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13488,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13488,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13488,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13490,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13490,FlightNumber,UK,871,,,,
CP,DEL,CP_DEL_13490,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_13490,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_13492,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13492,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13493,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13493,PreferredNightstop,MRU,,,,,
CP,DEL,CP_DEL_13494,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13494,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13495,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13495,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13550,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13550,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13553,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13553,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13553,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13646,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13646,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13646,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13646,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13649,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_13652,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13652,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13719,FlightNumber,UK,933,,,,
CP,DEL,CP_DEL_13719,FlightNumber,UK,879,,,,
CP,DEL,CP_DEL_13719,FlightNumber,UK,957,,,,
CP,DEL,CP_DEL_13719,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_13719,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_13723,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13723,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13724,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13726,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13726,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13728,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13728,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13728,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13728,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13732,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13732,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_13733,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13733,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13733,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13796,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_13796,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13796,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13797,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13798,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13798,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13798,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13798,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13798,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13799,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13799,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13800,FlightNumber,UK,116,,,,
CP,DEL,CP_DEL_13800,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13800,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13800,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_13801,FlightNumber,UK,883,,,,
CP,DEL,CP_DEL_13801,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13801,PreferredNightstop,CCU,,,,,
CP,DEL,CP_DEL_13876,FlightNumber,UK,115,,,,
