Rank,Base,Staff ID,Bid Type,Str1,Flt. No.,Lifestyle Table,CP,FO,ALL
CP,DEL,CP_DEL_13876,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13876,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13877,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13877,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13879,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13879,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_13879,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_13881,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13881,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_13883,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13883,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13883,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_13885,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_13887,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13887,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13924,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13924,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13924,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13924,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13930,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13930,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13931,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13931,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13931,PreferredNightstop,PNQ,,,,,
CP,DEL,CP_DEL_13932,FlightNumber,UK,941,,,,
CP,DEL,CP_DEL_13932,FlightNumber,UK,837,,,,
CP,DEL,CP_DEL_13932,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13932,PreferredNightstop,MAA,,,,,
CP,DEL,CP_DEL_13938,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13939,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13939,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13939,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13939,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13939,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13940,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13940,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13940,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_13940,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13941,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13941,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13941,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_13941,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13943,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13944,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13946,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_13946,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13947,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13947,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_13948,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13949,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_13950,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_13950,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_13950,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13958,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_13970,FlightNumber,UK,233,,,,
CP,DEL,CP_DEL_13970,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_13970,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_14194,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14195,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_14195,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14195,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14195,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14198,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14198,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14446,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14446,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_14446,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_14446,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14447,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_14447,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_14447,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14463,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14464,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14464,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14464,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14464,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_14465,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14465,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14465,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14465,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14465,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_14466,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14466,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14466,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_14467,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14467,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_14468,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14468,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_14469,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14471,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_14471,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_14471,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_14471,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14471,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_14477,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_14477,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14477,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_14477,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14477,PreferredNightstop,MRU,,,,,
CP,DEL,CP_DEL_14651,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14651,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_14651,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_14651,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14651,PreferredNightstop,PNQ,,,,,
CP,DEL,CP_DEL_14652,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14652,FlightNumber,UK,741,,,,
CP,DEL,CP_DEL_14652,FlightNumber,UK,741,,,,
CP,DEL,CP_DEL_14652,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14653,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14655,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14655,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14655,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14655,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14655,PreferredNightstop,UDR,,,,,
CP,DEL,CP_DEL_14741,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_14748,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_14748,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_14826,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_14826,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14826,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14826,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_14827,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_14827,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_14827,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_14827,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_14828,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_15066,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_15066,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_15066,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_15066,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_15272,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_15272,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_15272,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_15273,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_15273,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_15273,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_15519,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_15519,PreferredNightstop,IXC,,,,,
CP,DEL,CP_DEL_15520,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_15520,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_15522,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_15522,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_15522,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_15522,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_15645,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_15645,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_15645,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_15649,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_15846,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_15846,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_15846,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_15847,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_16040,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_16040,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_16040,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_16041,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_16041,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_16041,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_16041,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_16041,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_16042,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_16042,PreferredNightstop,JAI,,,,,
CP,DEL,CP_DEL_16185,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_16185,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_16185,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_16185,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_17358,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17359,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_17359,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_17360,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_17360,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_17360,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17360,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17360,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_17363,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17501,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_17501,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17501,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17503,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17503,FlightNumber,UK,975,,,,
CP,DEL,CP_DEL_17503,FlightNumber,UK,935,,,,
CP,DEL,CP_DEL_17503,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17503,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_17520,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_17520,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_17520,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17709,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17709,PreferredNightstop,HYD,,,,,
CP,DEL,CP_DEL_17723,FlightNumber,UK,809,,,,
CP,DEL,CP_DEL_17723,FlightNumber,UK,809,,,,
CP,DEL,CP_DEL_17723,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17723,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_17730,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17889,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17890,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_17890,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_17890,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_17891,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_17893,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_17893,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17893,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17893,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17893,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_17896,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_17896,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17896,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17899,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17900,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_17900,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_17900,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17901,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_17901,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_17902,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_17902,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_18020,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18020,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18020,PreferredNightstop,UDR,,,,,
CP,DEL,CP_DEL_18021,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18021,PreferredNightstop,MAA,,,,,
CP,DEL,CP_DEL_18031,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_18031,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_18031,FlightNumber,UK,122,,,,
CP,DEL,CP_DEL_18031,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18031,PreferredNightstop,JED,,,,,
CP,DEL,CP_DEL_18168,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_18168,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_18169,FlightNumber,UK,105,,,,
CP,DEL,CP_DEL_18169,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18169,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18170,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18170,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_18170,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_18171,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18171,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_18172,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18172,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_18172,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_18172,PreferredNightstop,UDR,,,,,
CP,DEL,CP_DEL_18173,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18173,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18173,FlightNumber,UK,115,,,,
CP,DEL,CP_DEL_18173,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_18173,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18174,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_18175,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18411,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18411,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18411,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18411,PreferredNightstop,SIN,,,,,
CP,DEL,CP_DEL_18412,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_18412,PreferredNightstop,MRU,,,,,
CP,DEL,CP_DEL_18413,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18413,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_18413,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18422,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18422,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18422,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18422,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18550,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18550,PreferredNightstop,BLR,,,,,
CP,DEL,CP_DEL_18551,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18551,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18552,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18552,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18552,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18552,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18552,PreferredNightstop,BKK,,,,,
CP,DEL,CP_DEL_18554,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18554,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18555,FlightNumber,UK,121,,,,
CP,DEL,CP_DEL_18555,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18555,LifestyleType,Evening Person,,,,,
CP,DEL,CP_DEL_18687,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18687,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18692,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18692,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18695,LifestyleType,Commuter,,,,,
CP,DEL,CP_DEL_18695,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18735,LifestyleType,Morning Person,,,,,
CP,DEL,CP_DEL_18735,PreferredNightstop,BOM,,,,,
CP,DEL,CP_DEL_18737,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18737,PreferredNightstop,DEL,,,,,
CP,DEL,CP_DEL_18738,FlightNumber,UK,111,,,,
CP,DEL,CP_DEL_18738,LifestyleType,Nights At Home,,,,,
CP,DEL,CP_DEL_18738,PreferredNightstop,DEL,,,,,
CP,BOM,CP_BOM_10547,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_10716,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_10716,LifestyleType,Commuter,,,,,
CP,BOM,CP_BOM_10716,PreferredNightstop,SIN,,,,,
CP,BOM,CP_BOM_10837,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_10837,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_10837,PreferredNightstop,SIN,,,,,
CP,BOM,CP_BOM_10991,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_10991,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_10991,PreferredNightstop,BKK,,,,,
CP,BOM,CP_BOM_11076,FlightNumber,UK,235,,,,
CP,BOM,CP_BOM_11076,FlightNumber,UK,235,,,,
CP,BOM,CP_BOM_11076,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_11076,PreferredNightstop,JED,,,,,
CP,BOM,CP_BOM_11264,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_11264,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_11264,FlightNumber,UK,235,,,,
CP,BOM,CP_BOM_11264,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_11264,PreferredNightstop,SIN,,,,,
CP,BOM,CP_BOM_11875,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_11875,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_11875,PreferredNightstop,BOM,,,,,
CP,BOM,CP_BOM_12223,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_12223,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_12223,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_12223,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_12355,LifestyleType,Commuter,,,,,
CP,BOM,CP_BOM_12355,PreferredNightstop,SIN,,,,,
CP,BOM,CP_BOM_13297,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_13648,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_13648,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_13648,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_13648,LifestyleType,Commuter,,,,,
CP,BOM,CP_BOM_13925,FlightNumber,UK,233,,,,
CP,BOM,CP_BOM_13925,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_13933,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_13933,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_13933,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_13933,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_13933,PreferredNightstop,BKK,,,,,
CP,BOM,CP_BOM_13934,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_13934,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_13934,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_13934,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_13934,PreferredNightstop,SIN,,,,,
CP,BOM,CP_BOM_13935,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_13942,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_13962,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_13975,LifestyleType,Commuter,,,,,
CP,BOM,CP_BOM_14197,LifestyleType,Morning Person,,,,,
CP,BOM,CP_BOM_14444,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14470,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_14470,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_14470,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14470,PreferredNightstop,BOM,,,,,
CP,BOM,CP_BOM_14657,LifestyleType,Commuter,,,,,
CP,BOM,CP_BOM_14658,LifestyleType,Commuter,,,,,
CP,BOM,CP_BOM_14659,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_14659,PreferredNightstop,DEL,,,,,
CP,BOM,CP_BOM_14660,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14661,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_14662,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_14663,LifestyleType,Nights At Home,,,,,
CP,BOM,CP_BOM_14667,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14731,FlightNumber,UK,235,,,,
CP,BOM,CP_BOM_14731,LifestyleType,Morning Person,,,,,
CP,BOM,CP_BOM_14731,PreferredNightstop,BKK,,,,,
CP,BOM,CP_BOM_14732,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_14732,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_14732,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_14732,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14732,PreferredNightstop,BKK,,,,,
CP,BOM,CP_BOM_14733,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_14733,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_14733,PreferredNightstop,BKK,,,,,
CP,BOM,CP_BOM_14734,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_14734,FlightNumber,UK,105,,,,
CP,BOM,CP_BOM_14734,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_14735,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14736,LifestyleType,Morning Person,,,,,
CP,BOM,CP_BOM_14736,PreferredNightstop,SIN,,,,,
CP,BOM,CP_BOM_14742,FlightNumber,UK,241,,,,
CP,BOM,CP_BOM_14742,LifestyleType,Evening Person,,,,,
CP,BOM,CP_BOM_14742,PreferredNightstop,MRU,,,,,
CP,BOM,CP_BOM_14746,FlightNumber,UK,123,,,,
CP,BOM,CP_BOM_14746,FlightNumber,UK,235,,,,
CP,BOM,CP_BOM_14746,FlightNumber,UK,123,,,,
